CustomerID,R_log,F_log,M_log,R_scaled,F_scaled,M_scaled,Cluster
12346,5.786897381366708,2.5649493574615367,11.258774359980723,0.8492800237357426,1.2544959545938104,3.206219367977329,1
12347,1.0986122886681098,2.19722457733622,8.501577904958904,-2.089437203780077,0.8001660338568091,1.2159934940907748,1
12348,4.330733340286331,1.791759469228055,7.6110507905938976,-0.063474697660434,0.2992073267345332,0.5731847086744531,2
12349,2.9444389791664403,1.6094379124341005,8.396084883164011,-0.9324336113953684,0.0739460908215904,1.1398455137362118,2
12350,5.739792912179234,0.6931471805599453,5.815323849389109,0.8197539364016342,-1.058145946714099,-0.7230240595878158,0
12351,5.929589143389895,0.6931471805599453,5.710195202428391,0.938722267752682,-1.058145946714099,-0.7989090234201262,0
12352,3.610917912644224,2.3978952727983707,7.955368966678431,-0.5146703813738428,1.0480979277381186,0.8217237424617436,1
12353,5.3230099791384085,1.0986122886681098,6.010678766031786,0.5585054924089414,-0.5571872395918231,-0.5820111081947204,0
12354,5.4510384535657,0.6931471805599453,6.985086621918461,0.6387564745853443,-1.058145946714099,0.121345275051693,0
12355,5.3706380281276624,1.0986122886681098,6.854997755239065,0.5883597707453135,-0.5571872395918231,0.0274432870746112,0
12356,3.1354942159291497,1.9459101490553128,8.759783228184277,-0.8126761084747194,0.4896629879592288,1.4023737261277092,1
12357,3.5263605246161616,1.3862943611198906,9.814036474622236,-0.5676727581488388,-0.2017513803877423,2.163364871632833,1
12358,0.6931471805599453,1.791759469228055,8.265668169533484,-2.3435913933812405,0.2992073267345332,1.0457068761422237,1
12359,4.060443010546419,2.3978952727983707,9.090924879587073,-0.2328984491457354,1.0480979277381186,1.641401555045379,1
12360,3.970291913552122,2.19722457733622,8.355589137409874,-0.2894070821700331,0.8001660338568091,1.1106144878383573,1
12361,5.662960480135946,1.6094379124341005,6.238812787119009,0.7715937270258892,0.0739460908215904,-0.4173372306207774,0
12362,1.3862943611198906,2.4849066497880004,8.586202329437555,-1.9091119365137728,1.15560189306089,1.2770779042543725,1
12363,4.700480365792417,1.0986122886681098,6.315358001522335,0.1682906349064094,-0.5571872395918231,-0.3620846330228719,0
12364,2.079441541679836,1.6094379124341005,7.180907299649593,-1.4746324796463062,0.0739460908215904,0.2626944265612523,2
12365,5.676753802268282,1.0986122886681098,6.465180028897591,0.7802396759333261,-0.5571872395918231,-0.2539386665585365,0
12366,6.452048954437226,0.6931471805599453,6.217085028297085,1.266211235904508,-1.058145946714099,-0.4330209689739878,0
12367,1.6094379124341005,0.6931471805599453,5.135210028677887,-1.7692407926967335,-1.058145946714099,-1.2139503121230573,2
12368,6.444131256700441,0.6931471805599453,6.822959627277421,1.2612482538585592,-1.058145946714099,0.0043172196143049,0
12369,6.025865973825314,1.3862943611198906,7.491171295388921,0.9990706413300088,-0.2017513803877423,0.4866521467052642,2
12370,3.951243718581428,2.079441541679836,8.370445706855367,-0.3013468976050282,0.654643185938614,1.1213383986622525,2
12371,3.80666248977032,1.791759469228055,8.31100016480189,-0.3919734997594728,0.2992073267345332,1.0784288498462586,2
12372,4.276666119016055,1.3862943611198906,7.169380809114136,-0.0973651867090452,-0.2017513803877423,0.2543742650954301,2
12373,5.7430031878094825,1.3862943611198906,7.028777507229587,0.8217662057310694,-0.2017513803877423,0.1528826470952551,2
12374,3.258096538021482,1.6094379124341005,8.003102242273277,-0.7358263544724954,0.0739460908215904,0.8561790312610568,2
12375,2.3978952727983707,1.0986122886681098,6.127960291696519,-1.275018879513032,-0.5571872395918231,-0.4973538374073201,2
12376,5.966146739123692,1.0986122886681098,6.222873842839224,0.961637349548109,-0.5571872395918231,-0.4288424315832579,0
12377,5.755742213586912,1.6094379124341005,8.139533893646055,0.8297512991658103,0.0739460908215904,0.9546594286533504,2
12378,4.867534450455582,1.0986122886681098,8.597356507200939,0.2730037030794783,-0.5571872395918231,1.2851293193598083,2
12379,4.406719247264253,1.6094379124341005,7.390934231218893,-0.0158451082755654,0.0739460908215904,0.4142980718731035,2
12380,3.091042453358316,2.4849066497880004,9.177538215743802,-0.8405394226455647,1.15560189306089,1.7039216204287486,1
12381,1.6094379124341005,1.791759469228055,7.520944331624911,-1.7692407926967335,0.2992073267345332,0.5081432040265895,2
12383,5.220355825078324,1.791759469228055,7.523783805985769,0.494159676178131,0.2992073267345332,0.510192820524146,2
12384,3.367295829986474,1.0986122886681098,6.373780434317173,-0.6673779060132023,-0.5571872395918231,-0.3199135947017141,2
12385,5.940171252720432,0.6931471805599453,7.570133925870446,0.94535535989154,-1.058145946714099,0.5436497066608645,0
12386,5.823045895483019,1.0986122886681098,5.998688392197302,0.8719386844362496,-0.5571872395918231,-0.590666114333111,0
12387,6.030685260261263,0.6931471805599453,4.976319863681136,1.0020914729973731,-1.058145946714099,-1.3286419282778208,0
12388,2.772588722239781,2.19722457733622,8.269272711457157,-1.0401530227788391,0.8001660338568091,1.0483087410136718,1
12389,5.998936561946683,1.3862943611198906,7.268453120207762,0.9821907108117364,-0.2017513803877423,0.3258875867396478,2
12390,4.382026634673881,0.6931471805599453,6.311444385858925,-0.0313229652268653,-1.058145946714099,-0.3649095964525106,0
12391,3.091042453358316,1.9459101490553128,7.910531916476688,-0.8405394226455647,0.4896629879592288,0.7893590347320022,2
12392,6.3835066348840055,0.6931471805599453,5.462771921513567,1.223247446096026,-1.058145946714099,-0.9775064587177452,0
12393,4.290459441148391,1.9459101490553128,7.783411498760109,-0.0887192378016083,0.4896629879592288,0.697599760931253,2
12394,4.158883083359672,1.0986122886681098,7.149508589545504,-0.1711941090439049,-0.5571872395918231,0.2400299098047466,2
12395,2.995732273553991,2.772588722239781,8.46002371869161,-0.9002818789617995,1.5110377522649707,1.1859984545545683,1
12396,6.51471269087253,0.6931471805599453,6.837794081676172,1.3054902042611318,-1.058145946714099,0.0150251671439817,0
12397,3.58351893845611,1.0986122886681098,7.7877554007552545,-0.5318446435765124,-0.5571872395918231,0.7007353177497089,2
12398,3.828641396489095,0.6931471805599453,7.400412858792405,-0.3781966516072521,-1.058145946714099,0.4211400253405035,2
12399,4.787491742782046,2.079441541679836,7.582382009904704,0.2228312243742981,0.654643185938614,0.5524907356365539,2
12400,6.028278520230698,0.6931471805599453,5.32908902521479,1.0005828769435647,-1.058145946714099,-1.0740027234744085,0
12401,5.717027701406222,0.6931471805599453,4.446174454497633,0.8054842160745005,-1.058145946714099,-1.7113165499419596,0
12402,5.780743515792329,1.9459101490553128,7.137198942844827,0.8454226493607483,0.4896629879592288,0.2311444430773145,2
12403,3.912023005428146,1.0986122886681098,6.927910785185701,-0.3259312782772926,-0.5571872395918231,0.0800740666039255,2
12404,6.52649485957079,0.6931471805599453,4.162626069638506,1.3128755192422958,-1.058145946714099,-1.9159901527305976,0
12405,5.003946305945459,0.6931471805599453,7.445061184797548,0.3585095675564088,-1.058145946714099,0.4533685063685096,2
12406,3.1354942159291497,1.791759469228055,8.762702357276806,-0.8126761084747194,0.2992073267345332,1.404480839764311,1
12407,3.912023005428146,1.791759469228055,7.443733897151405,-0.3259312782772926,0.2992073267345332,0.4524104309253793,2
12408,3.49650756146648,2.19722457733622,8.37603737805411,-0.5863852330444015,0.8001660338568091,1.125374632162312,1
12409,4.3694478524670215,2.079441541679836,10.061358019654037,-0.0392076145691241,0.654643185938614,2.3418888709638828,1
12410,5.733341276897746,1.3862943611198906,6.9223581363660704,0.8157099136145206,-0.2017513803877423,0.076066000610185,2
12411,6.016157159698354,0.6931471805599453,5.8519150821578965,0.9929849492764088,-1.058145946714099,-0.6966114265376001,0
12412,4.31748811353631,1.9459101490553128,7.862470253064629,-0.0717770886761294,0.4896629879592288,0.7546667059026625,2
12413,4.204692619390966,1.6094379124341005,6.908205177762502,-0.1424797134690013,0.0739460908215904,0.0658499768830532,2
12414,5.384495062789089,1.9459101490553128,6.860045031492727,0.5970456560267433,0.4896629879592288,0.031086560216935,2
12415,3.218875824868201,3.367295829986474,11.88075357052652,-0.7604107351447599,2.245808014503504,3.65518234107022,1
12416,6.48768401848461,0.6931471805599453,5.315960801720632,1.2885480551356523,-1.058145946714099,-1.083479063119576,0
12417,1.3862943611198906,3.044522437723423,8.824444040293804,-1.9091119365137728,1.847016261407861,1.4490478109766531,1
12418,4.727387818712341,1.6094379124341005,7.611941306657298,0.185156801080369,0.0739460908215904,0.573827509482957,2
12419,5.955837369464831,1.0986122886681098,6.222596109144375,0.955175216460574,-0.5571872395918231,-0.4290429079709787,0
12420,4.158883083359672,0.6931471805599453,6.3992436425478765,-0.1711941090439049,-1.058145946714099,-0.3015334985861091,0
12421,2.772588722239781,1.9459101490553128,7.00270175629109,-1.0401530227788391,0.4896629879592288,0.1340603995530838,2
12422,4.564348191467836,2.8903717578961645,8.562701786647002,0.0829600805572585,1.6565606001831652,1.26011451804845,1
12423,0.0,2.3978952727983707,7.872222653526559,-2.7780708502487075,1.0480979277381186,0.7617062767306624,1
12424,5.093750200806762,1.6094379124341005,8.114034421663943,0.4148005668682754,0.0739460908215904,0.9362531562904176,2
12425,4.3694478524670215,1.0986122886681098,7.463024491372511,-0.0392076145691241,-0.5571872395918231,0.4663349518537176,2
12426,5.272999558563747,1.0986122886681098,7.205048515865767,0.5271578926806417,-0.5571872395918231,0.2801202697771066,2
12427,3.091042453358316,1.3862943611198906,6.717562827807614,-0.8405394226455647,-0.2017513803877423,-0.0717613046227296,2
12428,3.258096538021482,2.302585092994046,8.981865132439246,-0.7358263544724954,0.9303406571479472,1.5626790069375736,1
12429,2.302585092994046,2.19722457733622,8.733176771201169,-1.3347613358292665,0.8001660338568091,1.3831683992806556,1
12430,3.784189633918261,0.6931471805599453,5.5506312951620265,-0.4060599657780977,-1.058145946714099,-0.9140869666535693,0
12431,3.58351893845611,3.332204510175204,9.252750225181329,-0.5318446435765124,2.202452120611942,1.7582118712873445,1
12432,3.7612001156935615,1.791759469228055,8.529185001388596,-0.4204702868066602,0.2992073267345332,1.23592111205836,2
12433,0.0,2.3978952727983707,9.72884483782588,-2.7780708502487075,1.0480979277381186,2.1018710308577075,1
12434,4.442651256490317,1.3862943611198906,7.007084643758051,0.006677842535668,-0.2017513803877423,0.1372240972370813,2
12435,4.382026634673881,1.9459101490553128,9.541579654832375,-0.0313229652268653,0.4896629879592288,1.9666974882568689,1
12436,4.605170185988092,0.6931471805599453,6.234430333369278,0.1085481785901748,-1.058145946714099,-0.420500615234863,0
